               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 162,            0.028429,             0.10922,                   0,             0.84763,             0.75005,             0.79722,              0.4243,            0.036081,             0.22091,                   0,           0.0060152,           0.0060152,           0.0060152
                 163,            0.029934,             0.12697,                   0,             0.82871,             0.73663,             0.76743,              0.3863,            0.038323,             0.22425,                   0,           0.0059905,           0.0059905,           0.0059905
                 164,            0.030153,             0.10569,                   0,             0.80126,             0.70142,             0.73333,             0.33737,            0.040044,             0.23452,                   0,           0.0059658,           0.0059658,           0.0059658
                 165,            0.028793,             0.11499,                   0,             0.85582,             0.72898,             0.78461,             0.41024,            0.036286,             0.22028,                   0,            0.005941,            0.005941,            0.005941
                 166,            0.028971,             0.11884,                   0,             0.84701,             0.74318,             0.79051,             0.40968,            0.036095,             0.21835,                   0,           0.0059163,           0.0059163,           0.0059163
                 167,            0.029383,             0.11541,                   0,             0.85033,             0.74072,             0.79285,             0.40996,            0.037128,             0.22055,                   0,           0.0058915,           0.0058915,           0.0058915
                 168,            0.030638,             0.11515,                   0,             0.83976,              0.7601,             0.79367,             0.41956,            0.035421,             0.21684,                   0,           0.0058668,           0.0058668,           0.0058668
                 169,            0.030175,             0.11186,                   0,             0.83987,             0.74009,             0.78818,             0.42224,            0.035248,             0.21585,                   0,            0.005842,            0.005842,            0.005842
                 170,            0.029773,             0.11586,                   0,             0.85588,              0.7369,             0.79038,             0.41461,            0.035365,              0.2202,                   0,           0.0058173,           0.0058173,           0.0058173
                 171,            0.029582,             0.10278,                   0,             0.84265,             0.74591,             0.79676,             0.42539,            0.035496,             0.21788,                   0,           0.0057925,           0.0057925,           0.0057925
                 172,            0.029321,            0.096829,                   0,              0.8433,             0.74454,             0.79073,             0.42312,            0.035055,             0.22089,                   0,           0.0057678,           0.0057678,           0.0057678
                 173,            0.029564,             0.10893,                   0,             0.85743,             0.73044,             0.79041,             0.42674,            0.034791,             0.21858,                   0,            0.005743,            0.005743,            0.005743
                 174,            0.027687,             0.11693,                   0,             0.84031,             0.74509,             0.79044,             0.41766,            0.035236,             0.22053,                   0,           0.0057183,           0.0057183,           0.0057183
                 175,             0.02798,              0.1058,                   0,             0.83428,             0.74945,             0.79116,             0.42459,            0.035345,             0.22111,                   0,           0.0056935,           0.0056935,           0.0056935
                 176,            0.028505,             0.11422,                   0,             0.84337,             0.73799,             0.78859,             0.42064,              0.0353,             0.21953,                   0,           0.0056688,           0.0056688,           0.0056688
                 177,            0.029742,             0.10548,                   0,             0.82823,             0.73717,             0.77771,              0.4087,            0.035747,             0.22024,                   0,            0.005644,            0.005644,            0.005644
                 178,            0.027984,             0.11774,                   0,             0.85928,             0.72653,             0.78618,              0.4229,            0.035094,             0.22316,                   0,           0.0056193,           0.0056193,           0.0056193
                 179,            0.028204,              0.1016,                   0,             0.84451,             0.73225,             0.78145,             0.40541,            0.035945,             0.22695,                   0,           0.0055945,           0.0055945,           0.0055945
                 180,            0.028173,             0.11509,                   0,             0.85375,             0.72434,             0.78441,             0.40793,             0.03608,             0.23304,                   0,           0.0055698,           0.0055698,           0.0055698
                 181,            0.027643,             0.10924,                   0,             0.84192,             0.74727,             0.78704,              0.4174,            0.035672,             0.22418,                   0,            0.005545,            0.005545,            0.005545
                 182,            0.028974,             0.10537,                   0,             0.84551,             0.74754,             0.79052,             0.41924,            0.035445,             0.22482,                   0,           0.0055202,           0.0055202,           0.0055202
                 183,            0.027967,            0.096879,                   0,             0.84043,             0.73597,             0.78219,             0.40964,            0.035868,              0.2192,                   0,           0.0054955,           0.0054955,           0.0054955
                 184,            0.028338,             0.10088,                   0,             0.83884,             0.74645,             0.78763,             0.41571,             0.03559,             0.21983,                   0,           0.0054707,           0.0054707,           0.0054707
                 185,            0.028015,             0.10301,                   0,             0.84092,             0.74181,             0.79183,             0.41654,            0.035895,              0.2201,                   0,            0.005446,            0.005446,            0.005446
                 186,            0.028513,             0.10808,                   0,             0.84668,             0.74045,             0.78635,             0.41461,            0.035254,             0.22104,                   0,           0.0054212,           0.0054212,           0.0054212
                 187,            0.028601,             0.11784,                   0,             0.83568,             0.75082,             0.79194,             0.42828,            0.034749,             0.21987,                   0,           0.0053965,           0.0053965,           0.0053965
                 188,            0.028525,             0.10155,                   0,               0.832,               0.753,             0.78977,             0.42062,            0.035031,             0.22149,                   0,           0.0053717,           0.0053717,           0.0053717
                 189,             0.02882,             0.10697,                   0,              0.8397,             0.74773,             0.79203,             0.43136,            0.034699,              0.2218,                   0,            0.005347,            0.005347,            0.005347
                 190,            0.028117,            0.099285,                   0,             0.84983,             0.75061,             0.79764,             0.43204,            0.034557,             0.21959,                   0,           0.0053223,           0.0053223,           0.0053223
                 191,            0.027353,             0.10923,                   0,             0.85991,             0.74099,             0.79324,              0.4271,            0.035206,             0.21917,                   0,           0.0052975,           0.0052975,           0.0052975
                 192,            0.027514,             0.10426,                   0,             0.87193,             0.72898,             0.79428,              0.4312,            0.034561,             0.21845,                   0,           0.0052727,           0.0052727,           0.0052727
                 193,             0.02734,             0.10982,                   0,             0.84622,             0.74043,             0.79655,             0.43162,             0.03425,             0.21838,                   0,            0.005248,            0.005248,            0.005248
                 194,            0.027024,            0.098486,                   0,             0.85963,             0.74727,             0.80169,             0.43115,            0.034851,             0.22275,                   0,           0.0052233,           0.0052233,           0.0052233
                 195,            0.028883,             0.12243,                   0,             0.86967,             0.73941,             0.80158,             0.43442,            0.034792,             0.22412,                   0,           0.0051985,           0.0051985,           0.0051985
                 196,            0.027211,            0.098775,                   0,             0.85083,             0.74536,             0.79238,              0.4251,            0.035542,              0.2267,                   0,           0.0051737,           0.0051737,           0.0051737
                 197,            0.027159,             0.09954,                   0,             0.84598,             0.74052,              0.7947,             0.43031,            0.034943,             0.22437,                   0,            0.005149,            0.005149,            0.005149
                 198,            0.027326,             0.11361,                   0,             0.83915,             0.73936,             0.78663,             0.42239,            0.034508,             0.22218,                   0,           0.0051243,           0.0051243,           0.0051243
                 199,            0.025329,              0.1089,                   0,             0.84671,             0.72653,              0.7891,             0.42707,            0.034943,             0.22496,                   0,           0.0050995,           0.0050995,           0.0050995
                 200,            0.026413,             0.10223,                   0,             0.84847,             0.73362,             0.78622,             0.42311,            0.034831,             0.22468,                   0,           0.0050747,           0.0050747,           0.0050747
                 201,            0.027252,             0.11345,                   0,             0.84277,               0.744,             0.79634,             0.43544,            0.034223,             0.22187,                   0,             0.00505,             0.00505,             0.00505
                 202,            0.026526,             0.11354,                   0,             0.83674,             0.73335,             0.78698,             0.40467,            0.036577,             0.23124,                   0,           0.0050253,           0.0050253,           0.0050253
                 203,             0.02715,             0.12504,                   0,             0.84505,              0.7369,             0.79144,             0.42265,            0.035264,             0.22443,                   0,           0.0050005,           0.0050005,           0.0050005
                 204,            0.026986,             0.10782,                   0,              0.8428,             0.74263,              0.7942,             0.42497,            0.035787,             0.22205,                   0,           0.0049758,           0.0049758,           0.0049758
                 205,            0.026221,             0.11233,                   0,             0.84111,             0.74509,             0.79216,             0.43283,            0.035428,             0.22405,                   0,            0.004951,            0.004951,            0.004951
                 206,            0.026158,             0.11077,                   0,             0.84113,             0.74209,             0.79417,             0.43068,            0.034856,             0.22182,                   0,           0.0049263,           0.0049263,           0.0049263
                 207,            0.025515,            0.099936,                   0,             0.84674,             0.74187,             0.79188,             0.43114,            0.034652,             0.22143,                   0,           0.0049015,           0.0049015,           0.0049015
                 208,            0.025421,             0.10014,                   0,             0.85194,             0.74438,             0.79909,             0.43057,            0.034796,              0.2233,                   0,           0.0048768,           0.0048768,           0.0048768
                 209,            0.026329,              0.1202,                   0,             0.82871,             0.75409,             0.79136,             0.43021,            0.034557,              0.2205,                   0,            0.004852,            0.004852,            0.004852
                 210,            0.026226,             0.10805,                   0,             0.83854,             0.75164,             0.79476,             0.43245,            0.034364,             0.22197,                   0,           0.0048272,           0.0048272,           0.0048272
                 211,            0.025424,              0.1079,                   0,             0.83629,             0.73281,             0.78242,             0.42167,            0.034977,             0.22461,                   0,           0.0048025,           0.0048025,           0.0048025
                 212,            0.026498,             0.10971,                   0,             0.85468,             0.74154,             0.78989,             0.42047,            0.035666,              0.2212,                   0,           0.0047778,           0.0047778,           0.0047778
                 213,            0.025587,             0.11181,                   0,             0.86119,             0.73315,             0.78506,             0.41878,            0.034844,             0.22043,                   0,            0.004753,            0.004753,            0.004753
                 214,            0.026533,             0.10558,                   0,             0.84825,             0.74756,             0.79076,             0.42409,            0.034685,             0.21879,                   0,           0.0047283,           0.0047283,           0.0047283
                 215,            0.025702,             0.10387,                   0,             0.84549,              0.7572,             0.79924,             0.43214,            0.034796,             0.21967,                   0,           0.0047035,           0.0047035,           0.0047035
                 216,            0.024943,             0.10066,                   0,             0.83055,             0.75573,             0.79038,             0.43114,            0.034303,             0.22215,                   0,           0.0046788,           0.0046788,           0.0046788
                 217,            0.025802,             0.10869,                   0,             0.83092,             0.74303,             0.79056,             0.42126,            0.035727,             0.22841,                   0,            0.004654,            0.004654,            0.004654
                 218,            0.026794,            0.099767,                   0,             0.83621,              0.7298,             0.78526,             0.41764,            0.035872,             0.23155,                   0,           0.0046293,           0.0046293,           0.0046293
                 219,            0.026156,             0.11351,                   0,              0.8522,             0.72598,             0.78771,             0.42681,            0.035369,             0.22879,                   0,           0.0046045,           0.0046045,           0.0046045
                 220,            0.025618,            0.093845,                   0,             0.84395,             0.72953,             0.77027,             0.39702,            0.036318,             0.23243,                   0,           0.0045798,           0.0045798,           0.0045798
                 221,            0.025688,             0.10024,                   0,             0.83405,             0.72926,              0.7746,             0.40492,            0.036837,             0.23465,                   0,            0.004555,            0.004555,            0.004555
                 222,            0.026542,             0.10466,                   0,              0.8296,             0.73345,             0.77958,             0.41076,            0.036529,             0.23745,                   0,           0.0045303,           0.0045303,           0.0045303
                 223,            0.026585,             0.10157,                   0,             0.83359,             0.74645,             0.79276,             0.42828,            0.035301,             0.22939,                   0,           0.0045055,           0.0045055,           0.0045055
                 224,            0.025255,            0.098798,                   0,             0.83419,             0.73799,             0.79183,              0.4319,            0.034146,             0.22599,                   0,           0.0044808,           0.0044808,           0.0044808
                 225,            0.024993,             0.10792,                   0,             0.83556,             0.74055,              0.7921,             0.42879,            0.034682,             0.22532,                   0,            0.004456,            0.004456,            0.004456
                 226,            0.025971,             0.10464,                   0,             0.83275,             0.73362,             0.77741,             0.40584,            0.035759,             0.23128,                   0,           0.0044313,           0.0044313,           0.0044313
                 227,             0.02592,             0.11278,                   0,             0.83532,             0.73008,             0.78503,             0.42507,            0.034919,             0.22565,                   0,           0.0044065,           0.0044065,           0.0044065
                 228,             0.02589,             0.08905,                   0,             0.83466,             0.74754,             0.78776,             0.42493,             0.03451,             0.22205,                   0,           0.0043818,           0.0043818,           0.0043818
                 229,            0.024926,            0.099342,                   0,             0.84809,             0.73901,             0.79312,             0.42968,             0.03483,             0.22065,                   0,            0.004357,            0.004357,            0.004357
                 230,            0.025939,            0.099334,                   0,             0.82992,             0.75382,             0.79072,              0.4324,            0.034325,             0.21967,                   0,           0.0043323,           0.0043323,           0.0043323
                 231,            0.024357,             0.10073,                   0,             0.84817,             0.73854,             0.79083,             0.43144,            0.034175,             0.22175,                   0,           0.0043075,           0.0043075,           0.0043075
                 232,            0.025029,            0.092788,                   0,             0.84903,             0.74154,             0.78829,             0.42448,            0.034655,             0.22418,                   0,           0.0042828,           0.0042828,           0.0042828
                 233,            0.024206,             0.10075,                   0,             0.84143,             0.74127,             0.78552,             0.42946,            0.034445,             0.22526,                   0,            0.004258,            0.004258,            0.004258
                 234,            0.024515,            0.098427,                   0,             0.83874,             0.74382,             0.79063,             0.42041,             0.03499,              0.2299,                   0,           0.0042333,           0.0042333,           0.0042333
                 235,            0.024105,             0.10014,                   0,             0.83909,             0.74236,             0.79052,             0.41983,            0.035144,             0.22686,                   0,           0.0042085,           0.0042085,           0.0042085
                 236,            0.024283,            0.099119,                   0,             0.84828,             0.72298,             0.78385,             0.41279,            0.035429,             0.22405,                   0,           0.0041837,           0.0041837,           0.0041837
                 237,             0.02569,             0.12108,                   0,             0.83444,             0.73608,             0.77339,             0.41009,            0.034381,             0.22406,                   0,            0.004159,            0.004159,            0.004159
                 238,            0.024392,             0.10172,                   0,             0.85056,             0.73062,             0.78981,             0.42697,            0.034197,               0.224,                   0,           0.0041342,           0.0041342,           0.0041342
                 239,            0.025304,             0.10168,                   0,             0.84137,             0.74118,             0.78808,              0.4294,            0.034096,             0.22834,                   0,           0.0041095,           0.0041095,           0.0041095
                 240,            0.025113,            0.085493,                   0,             0.86109,             0.73362,             0.79626,             0.43882,            0.033662,             0.23239,                   0,           0.0040847,           0.0040847,           0.0040847
                 241,            0.024132,            0.093858,                   0,             0.85341,             0.74645,             0.79874,             0.43426,             0.03409,             0.23266,                   0,             0.00406,             0.00406,             0.00406
                 242,            0.025188,            0.097337,                   0,             0.83812,             0.74045,             0.78984,             0.43319,            0.034384,             0.22821,                   0,           0.0040352,           0.0040352,           0.0040352
                 243,            0.025135,             0.10554,                   0,             0.84194,             0.73908,             0.78816,             0.42821,            0.034236,             0.22954,                   0,           0.0040105,           0.0040105,           0.0040105
                 244,            0.025194,            0.085967,                   0,             0.82694,             0.73291,             0.78267,             0.41469,            0.035539,             0.23579,                   0,           0.0039857,           0.0039857,           0.0039857
                 245,            0.024207,              0.1059,                   0,             0.84632,             0.74236,             0.79466,             0.43284,            0.034305,             0.22772,                   0,            0.003961,            0.003961,            0.003961
                 246,            0.023767,             0.10183,                   0,             0.83965,             0.74314,              0.7966,             0.44217,             0.03408,             0.22889,                   0,           0.0039362,           0.0039362,           0.0039362
                 247,            0.023377,            0.089157,                   0,             0.82339,             0.74127,              0.7897,             0.42889,            0.035276,              0.2367,                   0,           0.0039115,           0.0039115,           0.0039115
                 248,            0.023899,            0.097876,                   0,             0.83192,             0.73352,             0.78555,             0.43192,            0.034539,             0.23332,                   0,           0.0038867,           0.0038867,           0.0038867
                 249,            0.023969,             0.10104,                   0,             0.83506,             0.74062,             0.79127,             0.43549,            0.034781,             0.23489,                   0,            0.003862,            0.003862,            0.003862
                 250,            0.024043,            0.098601,                   0,             0.84287,             0.74226,             0.79707,             0.43438,            0.035135,             0.23503,                   0,           0.0038372,           0.0038372,           0.0038372
                 251,            0.024414,            0.097846,                   0,             0.84421,             0.73947,             0.79412,             0.43551,            0.034742,             0.22942,                   0,           0.0038125,           0.0038125,           0.0038125
                 252,            0.023713,             0.09705,                   0,              0.8467,             0.74316,             0.79174,             0.43318,            0.034184,             0.22633,                   0,           0.0037878,           0.0037878,           0.0037878
                 253,            0.025702,             0.10785,                   0,             0.84511,             0.73709,             0.78898,             0.42912,            0.034519,             0.22723,                   0,            0.003763,            0.003763,            0.003763
                 254,            0.025549,            0.098839,                   0,             0.84166,              0.7355,             0.79099,             0.42779,            0.034717,             0.22964,                   0,           0.0037383,           0.0037383,           0.0037383
                 255,            0.023953,            0.090184,                   0,             0.83445,             0.73188,             0.78175,              0.4166,            0.035084,             0.23068,                   0,           0.0037135,           0.0037135,           0.0037135
                 256,            0.024035,            0.097291,                   0,             0.84194,             0.73997,             0.79182,             0.43823,            0.034106,             0.22544,                   0,           0.0036888,           0.0036888,           0.0036888
                 257,             0.02405,            0.097474,                   0,             0.83236,             0.74209,             0.78765,             0.43231,            0.034576,             0.22844,                   0,            0.003664,            0.003664,            0.003664
                 258,            0.023983,            0.090208,                   0,             0.83999,             0.73641,             0.78671,             0.42273,            0.034566,               0.228,                   0,           0.0036393,           0.0036393,           0.0036393
                 259,            0.022795,            0.097826,                   0,             0.83904,             0.73963,             0.79455,              0.4401,            0.034109,             0.22786,                   0,           0.0036145,           0.0036145,           0.0036145
                 260,            0.023007,              0.1029,                   0,             0.84897,             0.74754,             0.80428,             0.44649,            0.034041,               0.226,                   0,           0.0035898,           0.0035898,           0.0035898
                 261,            0.023865,             0.10314,                   0,             0.84581,              0.7399,             0.79287,             0.43025,            0.034197,              0.2281,                   0,            0.003565,            0.003565,            0.003565
                 262,            0.023631,            0.082918,                   0,             0.84371,             0.74263,             0.79356,             0.42947,            0.034444,             0.22725,                   0,           0.0035403,           0.0035403,           0.0035403
                 263,            0.024388,             0.10106,                   0,             0.85401,             0.73439,             0.79606,             0.43562,            0.034525,             0.22988,                   0,           0.0035155,           0.0035155,           0.0035155
                 264,            0.024579,            0.085484,                   0,             0.84346,             0.74265,             0.78932,             0.42579,            0.035053,             0.22581,                   0,           0.0034908,           0.0034908,           0.0034908
                 265,            0.023887,            0.085063,                   0,              0.8477,             0.74045,               0.796,             0.43765,            0.034197,             0.22708,                   0,            0.003466,            0.003466,            0.003466
                 266,            0.023228,             0.10688,                   0,             0.83878,             0.73772,             0.79033,             0.43175,            0.034492,              0.2278,                   0,           0.0034413,           0.0034413,           0.0034413
                 267,            0.023269,            0.094741,                   0,             0.85501,             0.72353,             0.79173,             0.43372,            0.034464,              0.2292,                   0,           0.0034165,           0.0034165,           0.0034165
                 268,            0.023768,            0.096723,                   0,             0.85714,             0.72898,             0.79372,              0.4286,            0.035037,             0.22808,                   0,           0.0033918,           0.0033918,           0.0033918
                 269,            0.022763,            0.093211,                   0,             0.84934,             0.73699,             0.79619,              0.4338,            0.034561,             0.23126,                   0,            0.003367,            0.003367,            0.003367
                 270,            0.023118,             0.09258,                   0,              0.8577,             0.73144,             0.79633,             0.43638,            0.034817,             0.23236,                   0,           0.0033423,           0.0033423,           0.0033423
                 271,            0.023448,            0.097095,                   0,             0.85456,             0.73854,             0.79904,              0.4402,             0.03423,             0.22896,                   0,           0.0033175,           0.0033175,           0.0033175
                 272,            0.021958,            0.092237,                   0,             0.85202,             0.73936,             0.79739,             0.43518,            0.034422,              0.2276,                   0,           0.0032928,           0.0032928,           0.0032928
                 273,            0.021707,             0.11103,                   0,             0.86621,             0.73682,             0.80092,             0.43899,            0.034198,             0.22741,                   0,            0.003268,            0.003268,            0.003268
                 274,            0.023254,            0.098684,                   0,             0.85239,             0.74705,              0.8022,             0.44371,            0.033957,             0.23108,                   0,           0.0032433,           0.0032433,           0.0032433
                 275,            0.023927,             0.10214,                   0,             0.85097,             0.73417,             0.79492,             0.43447,            0.034248,             0.23447,                   0,           0.0032185,           0.0032185,           0.0032185
                 276,             0.02296,             0.10359,                   0,             0.85744,             0.73867,             0.80098,             0.44424,            0.034178,              0.2358,                   0,           0.0031938,           0.0031938,           0.0031938
                 277,            0.021921,            0.091497,                   0,             0.84609,               0.744,             0.79956,             0.44513,            0.034052,             0.23504,                   0,            0.003169,            0.003169,            0.003169
                 278,            0.022459,             0.10489,                   0,             0.84807,             0.74809,             0.80223,             0.44415,            0.034128,             0.23243,                   0,           0.0031443,           0.0031443,           0.0031443
                 279,            0.022738,            0.083082,                   0,             0.84759,             0.75082,             0.80237,              0.4421,            0.034192,             0.22902,                   0,           0.0031195,           0.0031195,           0.0031195
                 280,            0.022843,             0.10261,                   0,             0.85926,             0.74918,             0.80378,              0.4288,            0.034619,             0.23119,                   0,           0.0030948,           0.0030948,           0.0030948
                 281,            0.023502,             0.12004,                   0,             0.85356,             0.74154,             0.79618,             0.43438,            0.034133,             0.23081,                   0,             0.00307,             0.00307,             0.00307
                 282,            0.022802,            0.086562,                   0,             0.86205,             0.74045,             0.79943,             0.43291,            0.034621,             0.23165,                   0,           0.0030452,           0.0030452,           0.0030452
                 283,            0.021443,             0.10247,                   0,              0.8628,             0.72944,             0.79985,             0.43764,            0.034741,             0.24062,                   0,           0.0030205,           0.0030205,           0.0030205
                 284,            0.022594,             0.10777,                   0,             0.84991,             0.73799,             0.79647,             0.43835,             0.03459,             0.24065,                   0,           0.0029957,           0.0029957,           0.0029957
                 285,            0.021775,            0.098166,                   0,             0.83608,             0.73641,             0.78374,             0.42929,            0.034942,             0.24014,                   0,            0.002971,            0.002971,            0.002971
                 286,            0.022003,            0.097241,                   0,             0.85145,             0.72116,             0.78952,             0.43288,            0.034936,             0.24131,                   0,           0.0029462,           0.0029462,           0.0029462
                 287,            0.022043,            0.096408,                   0,             0.82951,             0.74209,             0.78995,             0.43461,            0.034597,             0.23828,                   0,           0.0029215,           0.0029215,           0.0029215
                 288,            0.022169,            0.080355,                   0,             0.84231,             0.73621,             0.79702,             0.43976,            0.034469,             0.23926,                   0,           0.0028967,           0.0028967,           0.0028967
                 289,            0.021771,            0.099954,                   0,             0.83971,               0.744,             0.79617,             0.43939,            0.034339,             0.23654,                   0,            0.002872,            0.002872,            0.002872
                 290,            0.021637,            0.090898,                   0,             0.84765,             0.73526,             0.79376,             0.44165,             0.03409,             0.23916,                   0,           0.0028472,           0.0028472,           0.0028472
                 291,            0.021734,            0.097472,                   0,             0.83972,             0.75109,             0.79981,             0.44406,            0.034183,             0.23979,                   0,           0.0028225,           0.0028225,           0.0028225
                 292,             0.02124,            0.084569,                   0,             0.85397,              0.7399,             0.80265,             0.44304,             0.03415,             0.23636,                   0,           0.0027977,           0.0027977,           0.0027977
                 293,            0.021864,            0.097767,                   0,             0.84205,             0.74536,             0.78882,             0.42795,            0.034179,             0.23174,                   0,            0.002773,            0.002773,            0.002773
                 294,            0.020319,            0.090978,                   0,             0.84242,             0.74265,             0.79031,              0.4324,            0.034112,             0.23365,                   0,           0.0027482,           0.0027482,           0.0027482
                 295,            0.021371,            0.092151,                   0,             0.83836,             0.74174,             0.79427,             0.43358,            0.034256,             0.23671,                   0,           0.0027235,           0.0027235,           0.0027235
                 296,            0.021681,            0.095192,                   0,             0.82904,              0.7531,             0.79343,             0.42413,            0.034853,             0.23768,                   0,           0.0026987,           0.0026987,           0.0026987
                 297,            0.022736,              0.1015,                   0,             0.84819,             0.74672,             0.80062,             0.43923,            0.034221,             0.23587,                   0,            0.002674,            0.002674,            0.002674
                 298,            0.021256,            0.087141,                   0,             0.84459,             0.74607,             0.80084,             0.44073,            0.034269,             0.23614,                   0,           0.0026492,           0.0026492,           0.0026492
                 299,            0.021518,            0.092608,                   0,             0.85243,             0.74017,             0.79886,              0.4338,            0.034334,             0.23398,                   0,           0.0026245,           0.0026245,           0.0026245
                 300,            0.021454,            0.091536,                   0,             0.85468,             0.74372,             0.79835,             0.43375,            0.034306,             0.23159,                   0,           0.0025997,           0.0025997,           0.0025997
                 301,            0.020903,            0.085562,                   0,             0.85815,             0.74136,             0.79807,             0.43415,            0.034707,             0.23554,                   0,            0.002575,            0.002575,            0.002575
                 302,            0.021295,            0.084782,                   0,             0.86766,             0.73184,             0.79382,             0.43285,            0.034527,             0.23643,                   0,           0.0025503,           0.0025503,           0.0025503
                 303,            0.021226,            0.079579,                   0,              0.8681,             0.73649,             0.80188,             0.44134,            0.034327,             0.23722,                   0,           0.0025255,           0.0025255,           0.0025255
                 304,            0.020905,            0.079562,                   0,             0.85874,             0.73335,             0.79708,             0.44176,            0.034361,             0.23628,                   0,           0.0025008,           0.0025008,           0.0025008
                 305,            0.020612,            0.089244,                   0,             0.85385,             0.73144,             0.79833,             0.44567,            0.034067,             0.23517,                   0,            0.002476,            0.002476,            0.002476
                 306,            0.021008,            0.098396,                   0,             0.85192,             0.73481,             0.79896,             0.44061,            0.034122,             0.23642,                   0,           0.0024513,           0.0024513,           0.0024513
                 307,            0.021206,            0.088246,                   0,             0.84022,             0.75055,             0.80385,             0.44504,            0.034006,             0.23635,                   0,           0.0024265,           0.0024265,           0.0024265
                 308,            0.020777,            0.090891,                   0,             0.85989,             0.73499,             0.80002,              0.4438,            0.033989,             0.23379,                   0,           0.0024018,           0.0024018,           0.0024018
                 309,            0.020533,             0.09502,                   0,             0.85824,             0.74523,             0.80299,             0.43868,            0.034471,             0.23563,                   0,            0.002377,            0.002377,            0.002377
                 310,            0.020854,            0.082754,                   0,             0.85472,             0.73745,             0.79793,             0.43941,            0.034586,             0.23543,                   0,           0.0023523,           0.0023523,           0.0023523
                 311,             0.02165,            0.090381,                   0,             0.85406,             0.73226,             0.79762,             0.43683,            0.034363,             0.23892,                   0,           0.0023275,           0.0023275,           0.0023275
                 312,            0.020991,            0.091892,                   0,             0.83439,             0.74918,             0.80302,             0.44381,             0.03425,             0.24018,                   0,           0.0023028,           0.0023028,           0.0023028
                 313,            0.021554,             0.10449,                   0,             0.84868,             0.74127,             0.80318,             0.44329,            0.034541,             0.24225,                   0,            0.002278,            0.002278,            0.002278
                 314,            0.021782,            0.091215,                   0,             0.84125,             0.74772,             0.79776,             0.43813,            0.034664,             0.24223,                   0,           0.0022533,           0.0022533,           0.0022533
                 315,             0.02058,            0.091363,                   0,             0.85025,             0.74099,             0.80074,             0.44306,            0.034283,             0.24144,                   0,           0.0022285,           0.0022285,           0.0022285
                 316,            0.020479,            0.086908,                   0,             0.82549,             0.73526,              0.7878,             0.43701,            0.034555,             0.24489,                   0,           0.0022038,           0.0022038,           0.0022038
                 317,            0.021154,            0.092634,                   0,             0.85197,             0.72953,             0.79152,             0.43231,             0.03476,             0.24097,                   0,            0.002179,            0.002179,            0.002179
                 318,            0.020081,            0.090551,                   0,             0.86139,             0.73472,               0.801,             0.43886,             0.03469,             0.24494,                   0,           0.0021543,           0.0021543,           0.0021543
                 319,            0.020759,            0.098608,                   0,             0.86128,             0.73035,             0.80029,             0.44091,            0.034579,             0.24292,                   0,           0.0021295,           0.0021295,           0.0021295
                 320,            0.020394,            0.086824,                   0,             0.86258,             0.72926,             0.80262,             0.43958,            0.034647,             0.24002,                   0,           0.0021048,           0.0021048,           0.0021048
                 321,            0.020388,            0.089456,                   0,             0.86616,             0.73144,             0.80294,             0.44207,            0.034288,             0.23858,                   0,             0.00208,             0.00208,             0.00208
                 322,            0.019991,             0.08394,                   0,             0.86594,             0.73163,             0.80541,             0.44772,            0.034205,             0.23999,                   0,           0.0020553,           0.0020553,           0.0020553
                 323,            0.019427,            0.079689,                   0,             0.86926,              0.7339,             0.80486,               0.447,            0.034213,             0.23973,                   0,           0.0020305,           0.0020305,           0.0020305
                 324,            0.019686,            0.084552,                   0,              0.8552,             0.73308,             0.79839,             0.44221,            0.034485,             0.23568,                   0,           0.0020058,           0.0020058,           0.0020058
                 325,            0.020885,             0.10214,                   0,             0.84169,             0.74536,             0.79979,             0.44287,            0.034319,             0.23687,                   0,            0.001981,            0.001981,            0.001981
                 326,            0.020027,            0.074817,                   0,             0.85647,             0.73451,             0.80026,             0.44666,            0.034257,             0.23866,                   0,           0.0019563,           0.0019563,           0.0019563
                 327,            0.020075,             0.08027,                   0,             0.85749,             0.73553,             0.80183,             0.44733,             0.03426,             0.24082,                   0,           0.0019315,           0.0019315,           0.0019315
                 328,            0.020233,             0.09362,                   0,             0.83666,             0.74509,              0.7999,             0.44729,            0.034301,             0.23917,                   0,           0.0019068,           0.0019068,           0.0019068
                 329,            0.020009,            0.090519,                   0,             0.86103,             0.72707,             0.80085,             0.44151,            0.034407,               0.239,                   0,            0.001882,            0.001882,            0.001882
                 330,            0.019888,            0.084195,                   0,             0.83668,             0.74101,             0.79885,             0.44426,            0.034329,             0.24119,                   0,           0.0018572,           0.0018572,           0.0018572
                 331,            0.019922,            0.076582,                   0,              0.8415,              0.7361,              0.8003,             0.44695,            0.034296,             0.24087,                   0,           0.0018325,           0.0018325,           0.0018325
                 332,            0.019301,             0.07895,                   0,             0.83041,             0.74481,             0.79785,             0.44137,            0.034596,             0.24069,                   0,           0.0018077,           0.0018077,           0.0018077
                 333,            0.020387,             0.10255,                   0,             0.85287,             0.73248,               0.799,             0.44598,            0.034303,             0.23922,                   0,            0.001783,            0.001783,            0.001783
                 334,            0.019551,            0.089517,                   0,             0.85164,              0.7332,             0.80018,             0.44244,             0.03452,             0.23936,                   0,           0.0017582,           0.0017582,           0.0017582
